DB ID	Ligand ID	Ligand SMILES
P62593	ALP	CC1([C@@H](N[C@H](S1)[C@@H](CO)C(=O)O)C(=O)O)C
Q57540	SO4	[O-]S(=O)(=O)[O-]
Q57540	UNL	
Q57540	SO4	[O-]S(=O)(=O)[O-]
Q57540	UNL	
P0AD64	AKR	C=CC(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	TAZ	C[C@@]1([C@@H](N2[C@@H](S1(=O)=O)CC2=O)C(=O)O)Cn3ccnn3
P0AD64	TBE	C[C@](Cn1ccnn1)([C@H](C(=O)O)N\C=C/C=O)S(=O)=O
P00808	ICT	C([C@@H]([C@H](C(=O)O)O)C(=O)O)C(=O)O
P00808		
Q47066	SO4	[O-]S(=O)(=O)[O-]
Q8DQ99	IOD	[I-]
Q8DQ99	MSE	C[Se]CC[C@@H](C(=O)O)N
Q8DQ99	SO4	[O-]S(=O)(=O)[O-]
Q8DQ99	IOD	[I-]
Q8DQ99	MSE	C[Se]CC[C@@H](C(=O)O)N
Q8DQ99	SO4	[O-]S(=O)(=O)[O-]
Q8DQ99	IOD	[I-]
Q8DQ99	MSE	C[Se]CC[C@@H](C(=O)O)N
Q8DQ99	SO4	[O-]S(=O)(=O)[O-]
Q8DQ99	IOD	[I-]
Q8DQ99	MSE	C[Se]CC[C@@H](C(=O)O)N
Q8DQ99	SO4	[O-]S(=O)(=O)[O-]
Q6SJ61	SO4	[O-]S(=O)(=O)[O-]
P62593		
P62593		
P35804	CA	[Ca+2]
P35804	CA	[Ca+2]
Q9L5C8	SO4	[O-]S(=O)(=O)[O-]
Q9L5C8	SUC	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
Q840M4	SO4	[O-]S(=O)(=O)[O-]
Q840M4	SUC	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
Q9L5C7	SO4	[O-]S(=O)(=O)[O-]
Q9L5C7	SUC	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
Q939N4	SO4	[O-]S(=O)(=O)[O-]
Q9L5C8	CB4	B(CNC(=O)C(=NOC(C)(C)C(=O)O)c1csc(n1)N)(O)O
Q9L5C8	CB4	B(CNC(=O)C(=NOC(C)(C)C(=O)O)c1csc(n1)N)(O)O
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9L5C7	CB4	B(CNC(=O)C(=NOC(C)(C)C(=O)O)c1csc(n1)N)(O)O
Q9L5C7	PO4	[O-]P(=O)([O-])[O-]
Q9L5C7	CB4	B(CNC(=O)C(=NOC(C)(C)C(=O)O)c1csc(n1)N)(O)O
Q9L5C7	PO4	[O-]P(=O)([O-])[O-]
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9L5C8	SM2	B([C@H](c1cccc(c1)C(=O)O)NC(=O)Cc2cccs2)(O)O
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9L5C8	SM2	B([C@H](c1cccc(c1)C(=O)O)NC(=O)Cc2cccs2)(O)O
Q9L5C8	NBF	B(CNC(=O)c1c2ccccc2ccc1OCC)(O)O
Q9L5C8	NBF	B(CNC(=O)c1c2ccccc2ccc1OCC)(O)O
Q9L5C8	CFX	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)Cc3cccs3
Q9L5C8	CFX	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)Cc3cccs3
P62593		
P0AEB2	BO9	B([C@@H](C)NC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)CC[C@@H](C(=O)O)NC(=O)OC(C)(C)C)(O)O
P0AEB2	GOL	C(C(CO)O)O
P62593		
P62593		
P0AD64	EPE	C1CN(CCN1CCO)CCS(=O)(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	TSL	CC(C)([C@H](C(=O)O)N/C=C/C=O)[S@@](=O)O
P0AD64	EPE	C1CN(CCN1CCO)CCS(=O)(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	TEM	C(C=O)C(CN\C=C\C=O)O
P62593		
P62593		
P35804		
P35804		
Q7D6F2	MSE	C[Se]CC[C@@H](C(=O)O)N
P00808		
P00808		
Q59517		
P24228	GOL	C(C(CO)O)O
P24228	AIC	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)C(=O)O)C
P24228	GOL	C(C(CO)O)O
P24228	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
P24228	GOL	C(C(CO)O)O
P24228	PNV	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COc3ccccc3)C(=O)O)C
P24228	FPM	C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O
P24228	GOL	C(C(CO)O)O
P24228	FXM	CC\C=C(\c1csc(n1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C
P24228	GOL	C(C(CO)O)O
P0AD64		
P35804		
P0AD64		
P35804		
P0C5C1		
P0AD64	EPE	C1CN(CCN1CCO)CCS(=O)(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	TEM	C(C=O)C(CN\C=C\C=O)O
Q5VCA8	ESA	CCS(=O)(=O)O
Q5VCA8	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
Q5VCA8	TSL	CC(C)([C@H](C(=O)O)N/C=C/C=O)[S@@](=O)O
Q5VCA8	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
Q5VCA8	TBE	C[C@](Cn1ccnn1)([C@H](C(=O)O)N\C=C/C=O)S(=O)=O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	SA2	C[C@](COC(=O)CCCC(=O)O)([C@H](C(=O)O)N\C=C\C=O)[S@](=O)O
Q8DH45		
Q8DH45		
Q8DH45		
Q8DH45		
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q8DH45		
Q8DH45	GOL	C(C(CO)O)O
Q8DH45	GOL	C(C(CO)O)O
Q8DH45	GOL	C(C(CO)O)O
Q8DH45	GOL	C(C(CO)O)O
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q8DH45	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
Q9F663	BCN	C(CO)N(CCO)CC(=O)O
Q9F663	BCN	C(CO)N(CCO)CC(=O)O
Q9F663	BCN	C(CO)N(CCO)CC(=O)O
Q9L5C8	K	[K+]
Q9L5C8	PCA	C1CC(=O)N[C@@H]1C(=O)O
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9L5C8	K	[K+]
Q9L5C8	PCA	C1CC(=O)N[C@@H]1C(=O)O
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9KJY7	SO4	[O-]S(=O)(=O)[O-]
Q9KJY7	SO4	[O-]S(=O)(=O)[O-]
P62593	ZN	[Zn+2]
P62593	SO4	[O-]S(=O)(=O)[O-]
P62593	ZN	[Zn+2]
P00808	BIY	CC1([C@@H](NC=C(S1)C(=O)O)C(=O)O)C
P00808	CL	[Cl-]
P00808	EOH	CCO
P00808	SO4	[O-]S(=O)(=O)[O-]
P00808	BIY	CC1([C@@H](NC=C(S1)C(=O)O)C(=O)O)C
P00808	CIT	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
P00808	CL	[Cl-]
P00808	EOH	CCO
P33652	GOL	C(C(CO)O)O
P33652		
Q47066	DOD	[2H]O[2H]
P94458	EOH	CCO
P94458	L4C	CC(=O)N[C@@H](CO/N=C(\CCC(=O)O)/C(=O)O)C(=O)O
P94458	EOH	CCO
P94458	SO4	[O-]S(=O)(=O)[O-]
Q8KRB7	CL	[Cl-]
Q8KRB7	GOL	C(C(CO)O)O
Q8KRB7	CL	[Cl-]
Q8KRB7	GOL	C(C(CO)O)O
Q8KRB7	J01	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
Q8KRB7	J01	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
Q8KRB7	J01	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
Q8KRB7	J01	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
Q8KRB7	GOL	C(C(CO)O)O
Q8KRB7	GOL	C(C(CO)O)O
Q8KRB7	GOL	C(C(CO)O)O
Q8KRB7	GOL	C(C(CO)O)O
Q8KRB7	J01	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
Q8KRB7	J01	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O
Q47066	DOD	[2H]O[2H]
Q47066	SO4	[O-]S(=O)(=O)[O-]
P00808	1X6	C([C@@H](C(=O)O)N)OC(=O)/C=C/N
P00808	98J	C(CO)C(=O)CC(=O)O
P00808	CIT	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
P00808	PGE	C(COCCOCCO)O
P00808	1X6	C([C@@H](C(=O)O)N)OC(=O)/C=C/N
P00808	98J	C(CO)C(=O)CC(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	MER	C[C@@H]1[C@@H](NC(=C1S[C@H]2C[C@H](NC2)C(=O)N(C)C)C(=O)O)[C@H](C=O)[C@@H](C)O
Q47066	SO4	[O-]S(=O)(=O)[O-]
Q47066	SO4	[O-]S(=O)(=O)[O-]
Q47066	CEO	C=C1CS[C@@H](N=C1C(=O)O)[C@@H](C=O)NC(=O)Cc2cccs2
Q47066	CLS	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)Cc3cccs3)SC1)C(=O)O
Q47066	SO4	[O-]S(=O)(=O)[O-]
Q47066	SPA	c1cc(sc1)CC(=O)O
Q47066	PCZ	CO/N=C(/c1csc(n1)N)\C(=O)N[C@H](C=O)[C@@H]2N=C(C(=C)CS2)C(=O)O
Q47066	SO4	[O-]S(=O)(=O)[O-]
Q47066	AZR	C[C@@H]([C@@H](C=O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/c1csc(n1)N)NS(=O)(=O)O
Q47066	SO4	[O-]S(=O)(=O)[O-]
Q47066	CAZ	CC(C)(C(=O)O)O/N=C(/c1csc(n1)N)\C(=O)N[C@H](C=O)[C@@H]2N=C(C(=C)CS2)C(=O)O
Q47066	SO4	[O-]S(=O)(=O)[O-]
P44466	SO4	[O-]S(=O)(=O)[O-]
P00808	A33	C(C(=O)O)C(CC(=O)O)(C(=O)O)N
P00808	A33	C(C(=O)O)C(CC(=O)O)(C(=O)O)N
P0AEB2	GOL	C(C(CO)O)O
P0AEB2	HJ3	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)CCCC[C@@H](C(=O)O)N)C(=O)O)C
P0AEB2	GOL	C(C(CO)O)O
P0AEB2	HJ2	CC1=C(N[C@H](SC1)[C@@H](C(=O)O)NC(=O)CCCC[C@@H](C(=O)O)N)C(=O)O
Q93PQ0	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
Q93PQ0	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
Q93PQ0	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
Q93PQ0	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
Q93PQ0	CAC	C[As](=O)(C)[O-]
Q93PQ0	CAC	C[As](=O)(C)[O-]
Q93PQ0	CAC	C[As](=O)(C)[O-]
Q93PQ0	CAC	C[As](=O)(C)[O-]
Q93PQ0	SCN	C(#N)[S-]
Q93PQ0		
Q93PQ0		
Q93PQ0		
Q93PQ0	SCN	C(#N)[S-]
Q93PQ0	SFR	C[C@H]([C@H]([C@@H]1NC(=C(S1)[C@H]2CCCO2)C(=O)O)C(=O)O)O
Q93PQ0	SCN	C(#N)[S-]
Q93PQ0	SFR	C[C@H]([C@H]([C@@H]1NC(=C(S1)[C@H]2CCCO2)C(=O)O)C(=O)O)O
Q93PQ0	FPM	C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O
Q93PQ0	SCN	C(#N)[S-]
Q93PQ0	SFR	C[C@H]([C@H]([C@@H]1NC(=C(S1)[C@H]2CCCO2)C(=O)O)C(=O)O)O
Q93PQ0	SCN	C(#N)[S-]
Q93PQ0	SFR	C[C@H]([C@H]([C@@H]1NC(=C(S1)[C@H]2CCCO2)C(=O)O)C(=O)O)O
Q93PQ0	MER	C[C@@H]1[C@@H](NC(=C1S[C@H]2C[C@H](NC2)C(=O)N(C)C)C(=O)O)[C@H](C=O)[C@@H](C)O
Q93PQ0	MER	C[C@@H]1[C@@H](NC(=C1S[C@H]2C[C@H](NC2)C(=O)N(C)C)C(=O)O)[C@H](C=O)[C@@H](C)O
Q93PQ0	MER	C[C@@H]1[C@@H](NC(=C1S[C@H]2C[C@H](NC2)C(=O)N(C)C)C(=O)O)[C@H](C=O)[C@@H](C)O
Q93PQ0	MER	C[C@@H]1[C@@H](NC(=C1S[C@H]2C[C@H](NC2)C(=O)N(C)C)C(=O)O)[C@H](C=O)[C@@H](C)O
P00807		
P22391	ACT	CC(=O)[O-]
P22391	SO4	[O-]S(=O)(=O)[O-]
P0AD64	SO4	[O-]S(=O)(=O)[O-]
P35804		
P0AD64	SO4	[O-]S(=O)(=O)[O-]
P35804		
A8DS27	CIT	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
P62593		
P35804		
P62593		
P35804		
P62593		
P35804		
P62593		
P35804		
P0C5C1	ISS	C(CO)C(=O)CN\C=C\C=O
P0C5C1	PO4	[O-]P(=O)([O-])[O-]
Q834X5	EDO	C(CO)O
Q834X5	MSE	C[Se]CC[C@@H](C(=O)O)N
Q834X5	NO3	[N+](=O)([O-])[O-]
P62593	PO4	[O-]P(=O)([O-])[O-]
P0AD64	LN1	C[C@](COC(=O)Cc1ccc(c(c1)O)O)([C@H](C(=O)O)Nc2c(cc3n2cccc3)C=O)[S@@](=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P62593		
A8DS27		
A8DS27		
A5U493	DWZ	C[C@H]1[C@@H](C(=N[C@H]1[C@H](C=O)[C@@H](C)O)C(=O)O)S[C@H]2C[C@H](NC2)C(=O)N(C)C
A5U493	PO4	[O-]P(=O)([O-])[O-]
Q9F663		
Q9F663		
P35804		
P35804		
Q9F663	SEE	[B-](O)(O)(O)OC[C@@H](C(=O)O)N
Q9F663	SEE	[B-](O)(O)(O)OC[C@@H](C(=O)O)N
P35804		
P35804		
P08149	GOL	C(C(CO)O)O
P08149	MSE	C[Se]CC[C@@H](C(=O)O)N
P08149	SEP	C([C@@H](C(=O)O)N)OP(=O)(O)O
P08149	SO4	[O-]S(=O)(=O)[O-]
P08149	GOL	C(C(CO)O)O
P08149	MSE	C[Se]CC[C@@H](C(=O)O)N
P08149	SEP	C([C@@H](C(=O)O)N)OP(=O)(O)O
P08149	SO4	[O-]S(=O)(=O)[O-]
Q9L5C8	GF4	CCC1=C(NN(C1=O)c2[nH]nnn2)C
Q9L5C8	PCA	C1CC(=O)N[C@@H]1C(=O)O
Q9L5C8	DMS	CS(=O)C
Q9L5C8	GF4	CCC1=C(NN(C1=O)c2[nH]nnn2)C
Q9L5C8	PCA	C1CC(=O)N[C@@H]1C(=O)O
Q9L5C8	DMS	CS(=O)C
Q9L5C8	GZ2	C1CC(=CC(=O)C1)Nc2[nH]nnn2
Q9L5C8	DMS	CS(=O)C
Q9L5C8	GZ2	C1CC(=CC(=O)C1)Nc2[nH]nnn2
Q9L5C8	G30	c1cc(c(cc1F)NC(=O)[C@@H]2C[C@@H]2C(=O)O)F
Q9L5C8	DMS	CS(=O)C
Q9L5C8	GF1	C[C@@H](C(=O)O)N1C(=O)[C@H]2[C@H]3CC[C@H](C3)[C@H]2C1=O
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9L5C8	DMS	CS(=O)C
Q9L5C8	GF1	C[C@@H](C(=O)O)N1C(=O)[C@H]2[C@H]3CC[C@H](C3)[C@H]2C1=O
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9L5C8	3G3	c1ccc2c(c1)C(=O)N(C2=O)CCc3[nH]nnn3
Q9L5C8	DMS	CS(=O)C
Q9L5C8	3G3	c1ccc2c(c1)C(=O)N(C2=O)CCc3[nH]nnn3
Q9L5C8	DMS	CS(=O)C
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
Q9L5C8	1CE	C1CCc2c(c3c(s2)N=CN(C3=O)Cc4[nH]nnn4)C1
Q9L5C8	DMS	CS(=O)C
Q9L5C8	PO4	[O-]P(=O)([O-])[O-]
