DB ID	Ligand ID	Ligand SMILES
P08506	SO4	[O-]S(=O)(=O)[O-]
P08506	SO4	[O-]S(=O)(=O)[O-]
P08506	SO4	[O-]S(=O)(=O)[O-]
P08506	SUC	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
P08506	SO4	[O-]S(=O)(=O)[O-]
P08506	AMV	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)OC)NC(=O)C
P08506	DAL	C[C@H](C(=O)O)N
P08506	FGA	C(CC(=O)O)[C@H](C(=O)O)N
P71586		
P71586		
P35150	CIT	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
P35150	EDO	C(CO)O
P35150	MSE	C[Se]CC[C@@H](C(=O)O)N
P35150	CIT	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
P35150	EDO	C(CO)O
P35150	MSE	C[Se]CC[C@@H](C(=O)O)N
P0AEB2	CXV	Cc1c(c(no1)c2ccccc2Cl)C(=O)N[C@@H](C=O)[C@@H]3N[C@H](C(S3)(C)C)C(=O)O
P0AEB2	GOL	C(C(CO)O)O
P0AEB2	CFX	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)Cc3cccs3
P0AEB2	GOL	C(C(CO)O)O
P0AEB2	GOL	C(C(CO)O)O
P0AEB2	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P15555		
P71586	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P71586	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P71586	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
P71586	PNM	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)Cc2ccccc2)C(=O)O)C
P71586	PCZ	CO/N=C(/c1csc(n1)N)\C(=O)N[C@H](C=O)[C@@H]2N=C(C(=C)CS2)C(=O)O
P71586	PCZ	CO/N=C(/c1csc(n1)N)\C(=O)N[C@H](C=O)[C@@H]2N=C(C(=C)CS2)C(=O)O
Q6MHT0	PGE	C(COCCOCCO)O
Q6MHT0	SO4	[O-]S(=O)(=O)[O-]
Q6MHT0	TAU	C(CS(=O)(=O)O)N
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	TFR	C[C@H]([C@@H](C(F)(F)F)O)NC(=O)CCCC[C@H](C(=O)O)N
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	TFR	C[C@H]([C@@H](C(F)(F)F)O)NC(=O)CCCC[C@H](C(=O)O)N
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	TFR	C[C@H]([C@@H](C(F)(F)F)O)NC(=O)CCCC[C@H](C(=O)O)N
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	TFR	C[C@H]([C@@H](C(F)(F)F)O)NC(=O)CCCC[C@H](C(=O)O)N
Q54113	1W8	CCO/N=C(/c1nc(sn1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)O
Q54113	AI8	CCON=C(c1nc(sn1)N)C(=O)N[C@H](C=O)[C@@H]2NC(=C(CS2)Sc3nc(cs3)c4cc[n+](cc4)C)C(=O)O
Q54113	CD	[Cd+2]
Q54113	CL	[Cl-]
Q54113	MUR	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)N
Q54113	CD	[Cd+2]
Q54113	CL	[Cl-]
Q54113	MUR	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)N
Q54113	1W8	CCO/N=C(/c1nc(sn1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)O
Q54113	AI8	CCON=C(c1nc(sn1)N)C(=O)N[C@H](C=O)[C@@H]2NC(=C(CS2)Sc3nc(cs3)c4cc[n+](cc4)C)C(=O)O
Q54113	CD	[Cd+2]
Q54113	CL	[Cl-]
Q54113	MUR	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)N
Q54113	1W8	CCO/N=C(/c1nc(sn1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)O
Q54113	AI8	CCON=C(c1nc(sn1)N)C(=O)N[C@H](C=O)[C@@H]2NC(=C(CS2)Sc3nc(cs3)c4cc[n+](cc4)C)C(=O)O
Q54113	CD	[Cd+2]
Q54113	CL	[Cl-]
Q54113	MUR	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)N
Q54113	CD	[Cd+2]
Q54113	CL	[Cl-]
Q54113	CD	[Cd+2]
Q54113	CL	[Cl-]
Q54113	AMV	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)OC)NC(=O)C
Q54113	DAL	C[C@H](C(=O)O)N
Q54113	FGA	C(CC(=O)O)[C@H](C(=O)O)N
Q54113	AMV	C[C@H](C(=O)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)OC)NC(=O)C
Q54113	DAL	C[C@H](C(=O)O)N
Q54113	FGA	C(CC(=O)O)[C@H](C(=O)O)N
P39045	B07	B(CNC(=O)c1c(cccc1OC)OC)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	B07	B(CNC(=O)c1c(cccc1OC)OC)(O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	B07	B(CNC(=O)c1c(cccc1OC)OC)(O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	B07	B(CNC(=O)c1c(cccc1OC)OC)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	33D	CC(C)(C)CCO
P39045	ACN	CC(=O)C
P39045	FP5	B(CNC(=O)Cc1ccccc1)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	33D	CC(C)(C)CCO
P39045	ACN	CC(=O)C
P39045	FP5	B(CNC(=O)Cc1ccccc1)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	MES	C1COCC[NH+]1CCS(=O)(=O)[O-]
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	HQZ	[B-]([C@@H](C)NS(=O)(=O)C)(O)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	HQZ	[B-]([C@@H](C)NS(=O)(=O)C)(O)(O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	HQZ	[B-]([C@@H](C)NS(=O)(=O)C)(O)(O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	HQZ	[B-]([C@@H](C)NS(=O)(=O)C)(O)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	BSF	B(CNS(=O)(=O)Cc1ccccc1)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	BSF	B(CNS(=O)(=O)Cc1ccccc1)(O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	BSF	B(CNS(=O)(=O)Cc1ccccc1)(O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	BSF	B(CNS(=O)(=O)Cc1ccccc1)(O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	GOL	C(C(CO)O)O
P39045	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P39045	SO4	[O-]S(=O)(=O)[O-]
P39045	GOL	C(C(CO)O)O
P39045	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P39045	MES	C1COCC[NH+]1CCS(=O)(=O)[O-]
P39045	MG	[Mg+2]
P39045	SO4	[O-]S(=O)(=O)[O-]
Q5HJW3	BCT	C(=O)(O)[O-]
Q5HJW3	CD	[Cd+2]
Q5HJW3	CL	[Cl-]
Q5HJW3	RB6	C1CNC[C@@H]1N2CC=C(C2=O)CC3=C(N[C@H](SC3)[C@@H](C=O)NC(=O)/C(=N\O)/c4nc(sn4)N)C(=O)O
Q5HJW3	BCT	C(=O)(O)[O-]
Q5HJW3	CD	[Cd+2]
Q5HJW3	CL	[Cl-]
Q5HJW3	RB6	C1CNC[C@@H]1N2CC=C(C2=O)CC3=C(N[C@H](SC3)[C@@H](C=O)NC(=O)/C(=N\O)/c4nc(sn4)N)C(=O)O
Q81QA6	CL	[Cl-]
Q81QA6		
Q02SG6	SIN	C(CC(=O)O)C(=O)O
Q02SG6	SIN	C(CC(=O)O)C(=O)O
