DB ID	Ligand ID	Ligand SMILES
Q9K578	ZN	[Zn+2]
P62593	CA	[Ca+2]
O87916	CA	[Ca+2]
P62593		
P35804	CA	[Ca+2]
P62593		
P35804	CA	[Ca+2]
P62593	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P62593	K	[K+]
P62593	PO4	[O-]P(=O)([O-])[O-]
P62593	CB4	B(CNC(=O)C(=NOC(C)(C)C(=O)O)c1csc(n1)N)(O)O
P62593	K	[K+]
P62593	105	B(CNC(=O)c1c(onc1c2ccccc2Cl)C)(O)O
Q9K578	ACT	CC(=O)[O-]
Q9K578	GOL	C(C(CO)O)O
Q9K578	SO4	[O-]S(=O)(=O)[O-]
Q9K578	ZN	[Zn+2]
Q9K578	ACT	CC(=O)[O-]
Q9K578	GOL	C(C(CO)O)O
Q9K578	SO4	[O-]S(=O)(=O)[O-]
Q9K578	ZN	[Zn+2]
P0A1V8	FMT	C(=O)O
P0A1V8	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P0A1V8	FMT	C(=O)O
P0A1V8	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	MSE	C[Se]CC[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	MSE	C[Se]CC[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	HOQ	CC1([C@@H](N[C@H](S1)[C@@H](C(=O)O)C(C)(C)O)C(=O)O)C
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	HOQ	CC1([C@@H](N[C@H](S1)[C@@H](C(=O)O)C(C)(C)O)C(=O)O)C
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	MX1	CO[C@]([C@@H]1N=C(C(=C)CO1)C(=O)O)(C(=O)O)NC(=O)[C@@H](c2ccc(cc2)O)C(=O)O
P14489	MX1	CO[C@]([C@@H]1N=C(C(=C)CO1)C(=O)O)(C(=O)O)NC(=O)[C@@H](c2ccc(cc2)O)C(=O)O
P14489	CA	[Ca+2]
P14489	IAP	B(c1cccc(c1)NC(=O)CI)(O)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	CA	[Ca+2]
P14489	IAP	B(c1cccc(c1)NC(=O)CI)(O)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P00811	NPB	B(c1cccc(c1)[N+](=O)[O-])(O)O
P00811	NPB	B(c1cccc(c1)[N+](=O)[O-])(O)O
P00811	4CB	B(c1ccc(cc1)C(=O)O)(O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	4CB	B(c1ccc(cc1)C(=O)O)(O)O
P00811	CVB	B(c1ccc(cc1)\C=C\C(=O)O)(O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	CVB	B(c1ccc(cc1)\C=C\C(=O)O)(O)O
P00811	BDB	B(c1ccc(cc1)c2ccc(cc2)B(O)O)(O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	BDB	B(c1ccc(cc1)c2ccc(cc2)B(O)O)(O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811		
P00807		
P00807		
P00807	SO4	[O-]S(=O)(=O)[O-]
O25103		
Q9K2N0	ACT	CC(=O)[O-]
Q9K2N0	OCS	C([C@@H](C(=O)O)N)S(=O)(=O)O
Q9K2N0	ZN	[Zn+2]
Q9K2N0	ACT	CC(=O)[O-]
Q9K2N0	CL	[Cl-]
Q9K2N0	OH	[OH-]
Q9K2N0	ZN	[Zn+2]
P25910	113	C[C@H]1CC2=C([C@@H](O1)OC)C(=O)c3c(cc(c(c3C(=O)O)O)O)O2
P25910	NA	[Na+]
P25910	ZN	[Zn+2]
P25910	113	C[C@H]1CC2=C([C@@H](O1)OC)C(=O)c3c(cc(c(c3C(=O)O)O)O)O2
P25910	NA	[Na+]
P25910	ZN	[Zn+2]
P00811	CLS	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)Cc3cccs3)SC1)C(=O)O
P00811	KCP	CC1=C(N[C@@H](SC1)[C@@H](C(=O)O)NC(=O)Cc2cccs2)C(=O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	THN	C=C1CSC(=NC1C(=O)O)[C@@H](C(=O)O)NC(=O)Cc2cccs2
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	CEO	C=C1CS[C@@H](N=C1C(=O)O)[C@@H](C=O)NC(=O)Cc2cccs2
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811		
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811		
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811		
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	SUC	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	STC	c1cc(ccc1NS(=O)(=O)c2ccsc2C(=O)O)Cl
P00811	STC	c1cc(ccc1NS(=O)(=O)c2ccsc2C(=O)O)Cl
Q9K578	CL	[Cl-]
Q9K578	GOL	C(C(CO)O)O
Q9K578	SO4	[O-]S(=O)(=O)[O-]
Q9K578	ZN	[Zn+2]
Q9K578	CL	[Cl-]
Q9K578	GOL	C(C(CO)O)O
Q9K578	SO4	[O-]S(=O)(=O)[O-]
Q9K578	ZN	[Zn+2]
P62593	PO4	[O-]P(=O)([O-])[O-]
P62593	BCT	C(=O)(O)[O-]
P62593	K	[K+]
P62593	K	[K+]
P62593	PO4	[O-]P(=O)([O-])[O-]
P00811	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P00811	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
P00811		
P00811	AXL	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)[C@@H](c2ccc(cc2)O)N)C(=O)O)C
P00811		
P00811	PCN	CC1([C@@H](N[C@H](S1)[C@@H](C=O)NC(=O)/C(=N\OC)/c2csc(n2)N)C(=O)O)C
O08498	GOL	C(C(CO)O)O
O08498	MCO	C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O
O08498	NA	[Na+]
O08498	ZN	[Zn+2]
O08498	GOL	C(C(CO)O)O
O08498	MCO	C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O
O08498	ZN	[Zn+2]
O08498	GOL	C(C(CO)O)O
O08498	MCO	C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O
O08498	ZN	[Zn+2]
O08498	GOL	C(C(CO)O)O
O08498	MCO	C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O
O08498	ZN	[Zn+2]
P62593	CB4	B(CNC(=O)C(=NOC(C)(C)C(=O)O)c1csc(n1)N)(O)O
P62593	K	[K+]
P62593	PO4	[O-]P(=O)([O-])[O-]
P13661	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P13661	MPD	C[C@@H](CC(C)(C)O)O
P13661	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P13661	MPD	C[C@@H](CC(C)(C)O)O
P00808	SO4	[O-]S(=O)(=O)[O-]
P00808	SO4	[O-]S(=O)(=O)[O-]
P04190	CD	[Cd+2]
P04190	CIT	C(C(=O)O)C(CC(=O)O)(C(=O)O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	SM2	B([C@H](c1cccc(c1)C(=O)O)NC(=O)Cc2cccs2)(O)O
P00811	SM2	B([C@H](c1cccc(c1)C(=O)O)NC(=O)Cc2cccs2)(O)O
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	SM3	B([C@H](c1ccccc1)NC(=O)Cc2cccs2)(O)O
P00811	SM3	B([C@H](c1ccccc1)NC(=O)Cc2cccs2)(O)O
Q9RBQ1	SO4	[O-]S(=O)(=O)[O-]
Q9RBQ1	SO4	[O-]S(=O)(=O)[O-]
P30896	EPE	C1CN(CCN1CCO)CCS(=O)(=O)O
P30896	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P30896	MPD	C[C@@H](CC(C)(C)O)O
P0AEB2		
P62593	K	[K+]
P62593	SM2	B([C@H](c1cccc(c1)C(=O)O)NC(=O)Cc2cccs2)(O)O
P62593	K	[K+]
P62593	NBF	B(CNC(=O)c1c2ccccc2ccc1OCC)(O)O
P62593	PO4	[O-]P(=O)([O-])[O-]
P62593	CXB	B(CNC(=O)/C(=N\OC)/c1csc(n1)N)(O)O
P62593	K	[K+]
P62593	PO4	[O-]P(=O)([O-])[O-]
P62593	105	B(CNC(=O)c1c(onc1c2ccccc2Cl)C)(O)O
P0AEB2	BME	C(CS)O
P0AEB2	BME	C(CS)O
P00811	K	[K+]
P00811	MXG	C[C@@H](C(=O)N[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C=O)[C@@H]1N=C(C(=C)CS1)C(=O)O)C(=O)O)NC(=O)C
P00811	K	[K+]
P00811	MXG	C[C@@H](C(=O)N[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C=O)[C@@H]1N=C(C(=C)CS1)C(=O)O)C(=O)O)NC(=O)C
Q9RBQ1	GOL	C(C(CO)O)O
Q9RBQ1	SO4	[O-]S(=O)(=O)[O-]
Q9RBQ1	GOL	C(C(CO)O)O
Q9RBQ1	SO4	[O-]S(=O)(=O)[O-]
P00807		
P00807	CL	[Cl-]
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	WY4	c1c(nc2n1CCOC2)[C@H]3C(=CN=C(CS3)C(=O)O)C=O
Q59401	GOL	C(C(CO)O)O
Q59401	WY4	c1c(nc2n1CCOC2)[C@H]3C(=CN=C(CS3)C(=O)O)C=O
O25728		
P00811	K	[K+]
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	SM3	B([C@H](c1ccccc1)NC(=O)Cc2cccs2)(O)O
P00811	K	[K+]
P00811	SM3	B([C@H](c1ccccc1)NC(=O)Cc2cccs2)(O)O
P00811	K	[K+]
P00811	PO4	[O-]P(=O)([O-])[O-]
P00811	SM2	B([C@H](c1cccc(c1)C(=O)O)NC(=O)Cc2cccs2)(O)O
P00811	K	[K+]
P00811	SM2	B([C@H](c1cccc(c1)C(=O)O)NC(=O)Cc2cccs2)(O)O
P00807		
P00807		
P62593	CBT	c1cc(ccc1CN(Cc2ccc(cc2)Cl)c3n[nH]nn3)Cl
P62593	FTA	c1ccc(cc1)Nc2ccc(cc2)N\C=C(\C#N)/c3n[nH]nn3
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	WY2	c1c(nc2n1c3c(s2)CCC3)[C@H]4C(=CN=C(CS4)C(=O)O)C(=O)O
Q59401	GOL	C(C(CO)O)O
Q59401	WY2	c1c(nc2n1c3c(s2)CCC3)[C@H]4C(=CN=C(CS4)C(=O)O)C(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	TBI	C[C@](Cn1ccnn1)([C@H](C(=O)O)N\C=C\C=O)S(=O)=O
P05193	MPD	C[C@@H](CC(C)(C)O)O
P05193	PTX	CO/N=C(/c1csc(n1)N)\C(=O)NCP(=O)(O)O
P05364	GOL	C(C(CO)O)O
P05364	PTX	CO/N=C(/c1csc(n1)N)\C(=O)NCP(=O)(O)O
P62593		
P62593		
P35804	CA	[Ca+2]
P35804	CA	[Ca+2]
Q93CA2	IAP	B(c1cccc(c1)NC(=O)CI)(O)O
P0AEB4	HG	[Hg+2]
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P52700	ZN	[Zn+2]
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	MDD	C(C=O)C=O
P0AD64	MPD	C[C@@H](CC(C)(C)O)O
P0AD64	MRD	C[C@H](CC(C)(C)O)O
P0AD64	TBE	C[C@](Cn1ccnn1)([C@H](C(=O)O)N\C=C/C=O)S(=O)=O
P0AD64	EPE	C1CN(CCN1CCO)CCS(=O)(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P62593	ALP	CC1([C@@H](N[C@H](S1)[C@@H](CO)C(=O)O)C(=O)O)C
P52699	ACY	CC(=O)O
P52699	OPS	C(CSC(=O)CC[S-])C=O
P52699	ZN	[Zn+2]
P52699	OPS	C(CSC(=O)CC[S-])C=O
P52699	ZN	[Zn+2]
P0AD64	AKR	C=CC(=O)O
P0AD64	MA4	C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
P0AD64	TAZ	C[C@@]1([C@@H](N2[C@@H](S1(=O)=O)CC2=O)C(=O)O)Cn3ccnn3
P0AD64	TBE	C[C@](Cn1ccnn1)([C@H](C(=O)O)N\C=C/C=O)S(=O)=O
P00808	ICT	C([C@@H]([C@H](C(=O)O)O)C(=O)O)C(=O)O
P00808		
Q47066	SO4	[O-]S(=O)(=O)[O-]
P52699	ACY	CC(=O)O
P52699	CSW	C([C@@H](C(=O)O)N)S(=O)=O
P52699	ZN	[Zn+2]
P52699	ACY	CC(=O)O
